name: 0f250527-029e-44c7-9ad4-c076202dca2f num_items: 3990
token, class_id, token_value, token_tf, token_df
constructor, @default_class, 3.8370828406186774e-05, 133.0, 42.0
кухня, @default_class, 1.8175654986407608e-05, 63.0, 48.0
полюс, @default_class, 1.4136619938653894e-05, 49.0, 31.0
pdf, @default_class, 4.067884583491832e-05, 141.0, 82.0
support, @default_class, 5.337295442586765e-05, 185.0, 76.0
firefox, @default_class, 5.221894389251247e-05, 181.0, 78.0
release, @default_class, 4.471787906368263e-05, 155.0, 74.0
косвенно, @default_class, 1.702164445305243e-05, 59.0, 52.0
диаметр, @default_class, 6.058551662135869e-05, 210.0, 104.0
вечеринка, @default_class, 1.3271112948132213e-05, 46.0, 33.0
воспроизведение, @default_class, 4.558338696369901e-05, 158.0, 98.0
обучить, @default_class, 3.8370828406186774e-05, 133.0, 72.0
объективно, @default_class, 1.1828600690932944e-05, 41.0, 37.0
апрель, @default_class, 5.827749555464834e-05, 202.0, 140.0
устарелый, @default_class, 1.5579133105347864e-05, 54.0, 47.0
общедоступный, @default_class, 1.702164445305243e-05, 59.0, 46.0
action, @default_class, 8.914725913200527e-05, 309.0, 88.0
всплывать, @default_class, 3.577430470613763e-05, 124.0, 96.0
component, @default_class, 3.663981260615401e-05, 127.0, 36.0
затянуться, @default_class, 1.2694107681454625e-05, 44.0, 42.0
страхование, @default_class, 1.3271112948132213e-05, 46.0, 30.0
kpi, @default_class, 1.990666896745097e-05, 69.0, 34.0
имитация, @default_class, 1.6444639186374843e-05, 57.0, 45.0
сработать, @default_class, 5.07764307258185e-05, 176.0, 154.0
import, @default_class, 0.0003845737664960325, 1333.0, 176.0
недовольство, @default_class, 8.943576176534407e-06, 31.0, 30.0
meta, @default_class, 1.6156138372025453e-05, 56.0, 35.0
settimeout, @default_class, 1.5579133105347864e-05, 54.0, 30.0
submit, @default_class, 1.932966370077338e-05, 67.0, 31.0
button, @default_class, 6.404754822142422e-05, 222.0, 58.0
килограмм, @default_class, 7.126010314095765e-05, 247.0, 112.0
заряд, @default_class, 5.5680975492578e-05, 193.0, 94.0
прикинуть, @default_class, 1.0386088433733676e-05, 36.0, 33.0
синхронный, @default_class, 2.5676717996248044e-05, 89.0, 55.0
симуляция, @default_class, 2.9715753044001758e-05, 103.0, 61.0
опасность, @default_class, 5.164193862583488e-05, 179.0, 114.0
непрерывный, @default_class, 6.289353768806905e-05, 218.0, 154.0
советский, @default_class, 5.279594915919006e-05, 183.0, 93.0
super, @default_class, 5.7988992921309546e-05, 201.0, 79.0
react, @default_class, 0.00017108196334447712, 593.0, 100.0
redux, @default_class, 2.683072852960322e-05, 93.0, 31.0
очистить, @default_class, 2.3368698748527095e-05, 81.0, 70.0
бросить, @default_class, 3.260077573941089e-05, 113.0, 88.0
render, @default_class, 4.875691593042575e-05, 169.0, 49.0
гражданин, @default_class, 4.8468413297086954e-05, 168.0, 84.0
баннер, @default_class, 2.913874777732417e-05, 101.0, 52.0
покинуть, @default_class, 2.4811211915221065e-05, 86.0, 71.0
устраивать, @default_class, 5.914300345466472e-05, 205.0, 175.0
reset, @default_class, 3.058126094401814e-05, 106.0, 49.0
sleep, @default_class, 5.683498238795437e-05, 197.0, 47.0
проложить, @default_class, 1.2117103324271739e-05, 42.0, 33.0
конструктивный, @default_class, 2.509971454855986e-05, 87.0, 68.0
усталость, @default_class, 1.0097585800394882e-05, 35.0, 33.0
благодарить, @default_class, 1.702164445305243e-05, 59.0, 56.0
преобразоваться, @default_class, 1.9618166334112175e-05, 68.0, 60.0
единичный, @default_class, 2.7984739062958397e-05, 97.0, 66.0
вырабатывать, @default_class, 1.4713625205331482e-05, 51.0, 34.0
выражать, @default_class, 1.9618166334112175e-05, 68.0, 59.0
классифицировать, @default_class, 1.8175654986407608e-05, 63.0, 50.0
родной, @default_class, 4.269836426828988e-05, 148.0, 122.0
положительно, @default_class, 1.8752660253085196e-05, 65.0, 60.0
обозначить, @default_class, 6.173952715471387e-05, 214.0, 173.0
направленность, @default_class, 1.5002127838670276e-05, 52.0, 42.0
преподаватель, @default_class, 3.7793823139509186e-05, 131.0, 70.0
народный, @default_class, 1.6733141819713637e-05, 58.0, 44.0
словарь, @default_class, 8.914725913200527e-05, 309.0, 110.0
выступить, @default_class, 3.7793823139509186e-05, 131.0, 113.0
баланс, @default_class, 6.202802615007386e-05, 215.0, 151.0
письменный, @default_class, 1.154009805759415e-05, 40.0, 33.0
зарабатывать, @default_class, 5.914300345466472e-05, 205.0, 140.0
критика, @default_class, 4.558338696369901e-05, 158.0, 124.0
развить, @default_class, 2.2503190848510712e-05, 78.0, 66.0
корабль, @default_class, 0.00011511248158058152, 399.0, 122.0
импульс, @default_class, 7.818416634108871e-05, 271.0, 96.0
развиться, @default_class, 1.067459106707247e-05, 37.0, 35.0
коммуникация, @default_class, 9.664832032285631e-05, 335.0, 193.0
размышление, @default_class, 2.4811211915221065e-05, 86.0, 80.0
идеал, @default_class, 4.875691593042575e-05, 169.0, 143.0
адекватный, @default_class, 3.663981260615401e-05, 127.0, 106.0
продвинуться, @default_class, 1.4713625205331482e-05, 51.0, 49.0
издатель, @default_class, 2.740773379628081e-05, 95.0, 42.0
отрисовывать, @default_class, 1.3559615581471007e-05, 47.0, 30.0
усовершенствовать, @default_class, 2.6253723262925632e-05, 91.0, 80.0
испортить, @default_class, 2.1926187400822528e-05, 76.0, 63.0
прочить, @default_class, 1.4425122571992688e-05, 50.0, 49.0
reference, @default_class, 4.7025900130392984e-05, 163.0, 50.0
презентовать, @default_class, 1.2117103324271739e-05, 42.0, 37.0
навигационный, @default_class, 2.4234206648543477e-05, 84.0, 34.0
классификация, @default_class, 5.510397022590041e-05, 191.0, 89.0
пустить, @default_class, 9.809083167056087e-06, 34.0, 34.0
продолжаться, @default_class, 5.2507446525851265e-05, 182.0, 163.0
свыше, @default_class, 2.365720138186589e-05, 82.0, 56.0
клинический, @default_class, 2.7984739062958397e-05, 97.0, 47.0
пропорциональный, @default_class, 2.6542225896264426e-05, 92.0, 68.0
идеально, @default_class, 5.5969478125916794e-05, 194.0, 168.0
сконцентрировать, @default_class, 1.0386088433733676e-05, 36.0, 33.0
64, @default_class, 0.00011857450590468943, 411.0, 189.0
впустую, @default_class, 8.943576176534407e-06, 31.0, 30.0
генерироваться, @default_class, 4.61603922303766e-05, 160.0, 112.0
лицензирование, @default_class, 1.904116288642399e-05, 66.0, 43.0
интеллектуальный, @default_class, 6.433604721678421e-05, 223.0, 149.0
выдача, @default_class, 5.972000872134231e-05, 207.0, 125.0
архитектор, @default_class, 4.529488433036022e-05, 157.0, 79.0
предоставляться, @default_class, 3.433179153944366e-05, 119.0, 83.0
зависимый, @default_class, 2.6253723262925632e-05, 91.0, 63.0
компилировать, @default_class, 3.0869763577356935e-05, 107.0, 81.0
туториал, @default_class, 3.2312276744050905e-05, 112.0, 65.0
вероятный, @default_class, 3.4908796806121245e-05, 121.0, 104.0
быстродействие, @default_class, 3.058126094401814e-05, 106.0, 60.0
контраст, @default_class, 1.2405605957610533e-05, 43.0, 31.0
металлический, @default_class, 6.087401925469749e-05, 211.0, 116.0
исправлять, @default_class, 4.760290539707057e-05, 165.0, 132.0
договориться, @default_class, 3.317778100608848e-05, 115.0, 97.0
бит, @default_class, 1.4425122571992688e-05, 50.0, 38.0
вт, @default_class, 5.308445179252885e-05, 184.0, 62.0
прозвучать, @default_class, 1.067459106707247e-05, 37.0, 31.0
потребительский, @default_class, 2.740773379628081e-05, 95.0, 66.0
передовой, @default_class, 2.740773379628081e-05, 95.0, 81.0
разряд, @default_class, 4.817991066374816e-05, 167.0, 79.0
аварийный, @default_class, 3.433179153944366e-05, 119.0, 72.0
образование, @default_class, 0.00010847692465176806, 376.0, 197.0
аккуратно, @default_class, 3.260077573941089e-05, 113.0, 102.0
вертикальный, @default_class, 5.279594915919006e-05, 183.0, 113.0
ассортимент, @default_class, 2.2214688215171918e-05, 77.0, 60.0
экосистема, @default_class, 5.770049028797075e-05, 200.0, 145.0
maps, @default_class, 1.6156138372025453e-05, 56.0, 31.0
координация, @default_class, 1.1828600690932944e-05, 41.0, 30.0
впечатляющий, @default_class, 2.856174251064658e-05, 99.0, 92.0
составной, @default_class, 2.913874777732417e-05, 101.0, 81.0
целостный, @default_class, 1.3271112948132213e-05, 46.0, 35.0
питаться, @default_class, 1.7887152353068814e-05, 62.0, 49.0
слышный, @default_class, 1.2117103324271739e-05, 42.0, 35.0
агрессивный, @default_class, 1.7310147086391225e-05, 60.0, 44.0
max, @default_class, 9.982185292756185e-05, 346.0, 91.0
запятая, @default_class, 3.981333793490194e-05, 138.0, 72.0
садиться, @default_class, 1.6733141819713637e-05, 58.0, 47.0
жёлтый, @default_class, 3.663981260615401e-05, 127.0, 84.0
линейка, @default_class, 9.924484766088426e-05, 344.0, 157.0
регистр, @default_class, 0.00015406031161546707, 534.0, 97.0
комьюнить, @default_class, 1.529063047200907e-05, 53.0, 34.0
обещание, @default_class, 3.433179153944366e-05, 119.0, 76.0
побочный, @default_class, 3.981333793490194e-05, 138.0, 97.0
достигать, @default_class, 6.375904195010662e-05, 221.0, 191.0
поразить, @default_class, 1.2405605957610533e-05, 43.0, 41.0
одобрить, @default_class, 1.529063047200907e-05, 53.0, 48.0
улучшать, @default_class, 5.972000872134231e-05, 207.0, 159.0
довод, @default_class, 1.0097585800394882e-05, 35.0, 30.0
совместный, @default_class, 7.41451294743456e-05, 257.0, 191.0
геометрия, @default_class, 3.7793823139509186e-05, 131.0, 66.0
предшествовать, @default_class, 1.586763573868666e-05, 55.0, 53.0
планирование, @default_class, 9.924484766088426e-05, 344.0, 152.0
вм, @default_class, 0.00011049643944716081, 383.0, 33.0
microsd, @default_class, 1.8464157619746402e-05, 64.0, 32.0
угрожать, @default_class, 1.5579133105347864e-05, 54.0, 46.0
рассылать, @default_class, 1.8175654986407608e-05, 63.0, 43.0
поправка, @default_class, 1.7887152353068814e-05, 62.0, 52.0
отрасль, @default_class, 8.712774433661252e-05, 302.0, 179.0
проблемный, @default_class, 2.9715753044001758e-05, 103.0, 86.0
ухудшать, @default_class, 1.0386088433733676e-05, 36.0, 31.0
достоверный, @default_class, 1.067459106707247e-05, 37.0, 36.0
выполнимый, @default_class, 2.4234206648543477e-05, 84.0, 59.0
sizeof, @default_class, 5.8565998187987134e-05, 203.0, 48.0
предприятие, @default_class, 0.00011424697004258633, 396.0, 188.0
продаваться, @default_class, 6.202802615007386e-05, 215.0, 162.0
пережить, @default_class, 2.452270928188227e-05, 85.0, 74.0
углубляться, @default_class, 1.4136619938653894e-05, 49.0, 46.0
логически, @default_class, 1.3848118214809801e-05, 48.0, 40.0
темп, @default_class, 3.750532050617039e-05, 130.0, 113.0
погрузиться, @default_class, 1.9618166334112175e-05, 68.0, 60.0
печатный, @default_class, 4.414087743498385e-05, 153.0, 76.0
фронтенд, @default_class, 2.8273239877307788e-05, 98.0, 68.0
разнообразие, @default_class, 3.058126094401814e-05, 106.0, 94.0
накапливать, @default_class, 1.2982610314793419e-05, 45.0, 37.0
js, @default_class, 0.00010991943418048322, 381.0, 145.0
прогноз, @default_class, 6.837508408352733e-05, 237.0, 147.0
crm, @default_class, 8.885875286068767e-05, 308.0, 57.0
стрелять, @default_class, 2.2214688215171918e-05, 77.0, 35.0
откат, @default_class, 1.529063047200907e-05, 53.0, 31.0
выставка, @default_class, 4.875691593042575e-05, 169.0, 91.0
усовершенствование, @default_class, 1.8752660253085196e-05, 65.0, 46.0
плоскость, @default_class, 6.779807881684974e-05, 235.0, 107.0
входящий, @default_class, 3.548580207279883e-05, 123.0, 80.0
ухудшение, @default_class, 1.0963093700411264e-05, 38.0, 34.0
2001, @default_class, 2.1060679500806145e-05, 73.0, 56.0
табличный, @default_class, 1.5002127838670276e-05, 52.0, 37.0
выборка, @default_class, 8.3665712736547e-05, 290.0, 130.0
плотно, @default_class, 1.3848118214809801e-05, 48.0, 45.0
big, @default_class, 3.0869763577356935e-05, 107.0, 66.0
отходить, @default_class, 1.0097585800394882e-05, 35.0, 32.0
ночью, @default_class, 3.115826621069573e-05, 108.0, 88.0
files, @default_class, 4.2409861634951085e-05, 147.0, 79.0
36, @default_class, 4.587188959703781e-05, 159.0, 98.0
чей, @default_class, 5.423846232588403e-05, 188.0, 166.0
враг, @default_class, 6.693256727885455e-05, 232.0, 87.0
упорядочить, @default_class, 1.7310147086391225e-05, 60.0, 38.0
продуктивность, @default_class, 2.7119231162942015e-05, 94.0, 66.0
милый, @default_class, 1.2694107681454625e-05, 44.0, 41.0
разность, @default_class, 1.1251595424255356e-05, 39.0, 33.0
способствовать, @default_class, 5.07764307258185e-05, 176.0, 150.0
рутина, @default_class, 1.759864971973002e-05, 61.0, 48.0
отложить, @default_class, 4.471787906368263e-05, 155.0, 121.0
строительство, @default_class, 6.375904195010662e-05, 221.0, 123.0
нота, @default_class, 1.7887152353068814e-05, 62.0, 31.0
57, @default_class, 1.3848118214809801e-05, 48.0, 35.0
пострадавший, @default_class, 1.2405605957610533e-05, 43.0, 32.0
bundle, @default_class, 1.8752660253085196e-05, 65.0, 33.0
жаль, @default_class, 1.4713625205331482e-05, 51.0, 47.0
косяк, @default_class, 1.702164445305243e-05, 59.0, 48.0
запоминать, @default_class, 3.923633266822435e-05, 136.0, 89.0
напоминание, @default_class, 1.8175654986407608e-05, 63.0, 43.0
бекап, @default_class, 1.7887152353068814e-05, 62.0, 34.0
жалоба, @default_class, 3.317778100608848e-05, 115.0, 67.0
закрыть, @default_class, 6.895208935020491e-05, 239.0, 180.0
обоснованный, @default_class, 1.4713625205331482e-05, 51.0, 46.0
стоялый, @default_class, 3.808232577284798e-05, 132.0, 114.0
корректный, @default_class, 6.808657781220973e-05, 236.0, 176.0
регламентировать, @default_class, 1.154009805759415e-05, 40.0, 34.0
шире, @default_class, 1.6733141819713637e-05, 58.0, 57.0
остаток, @default_class, 4.471787906368263e-05, 155.0, 98.0
наглядно, @default_class, 3.0292758310679346e-05, 105.0, 95.0
владеть, @default_class, 3.2312276744050905e-05, 112.0, 98.0
расширяться, @default_class, 4.18328563682735e-05, 145.0, 89.0
убеждение, @default_class, 2.452270928188227e-05, 85.0, 50.0
общепринятый, @default_class, 2.30801961151883e-05, 80.0, 66.0
грех, @default_class, 9.520581443211995e-06, 33.0, 31.0
световой, @default_class, 1.5002127838670276e-05, 52.0, 37.0
окончательный, @default_class, 3.923633266822435e-05, 136.0, 118.0
исход, @default_class, 1.6733141819713637e-05, 58.0, 45.0
мб, @default_class, 7.039459887892008e-05, 244.0, 102.0
б, @default_class, 4.4429376430343837e-05, 154.0, 94.0
железный, @default_class, 2.9715753044001758e-05, 103.0, 85.0
разговаривать, @default_class, 2.8273239877307788e-05, 98.0, 83.0
деловой, @default_class, 2.30801961151883e-05, 80.0, 60.0
merge, @default_class, 1.932966370077338e-05, 67.0, 32.0
воздействие, @default_class, 7.241411367431283e-05, 251.0, 169.0
шаблонный, @default_class, 1.7310147086391225e-05, 60.0, 47.0
строительный, @default_class, 3.0869763577356935e-05, 107.0, 76.0
спорый, @default_class, 1.990666896745097e-05, 69.0, 57.0
радикальный, @default_class, 1.2694107681454625e-05, 44.0, 41.0
завершаться, @default_class, 2.077217686746735e-05, 72.0, 62.0
сложить, @default_class, 1.9618166334112175e-05, 68.0, 55.0
мотивировать, @default_class, 3.173527147737332e-05, 110.0, 82.0
согласование, @default_class, 3.404328890610486e-05, 118.0, 71.0
неопределённый, @default_class, 2.6253723262925632e-05, 91.0, 61.0
суббота, @default_class, 1.529063047200907e-05, 53.0, 34.0
исторический, @default_class, 4.587188959703781e-05, 159.0, 118.0
рукав, @default_class, 1.4425122571992688e-05, 50.0, 31.0
популяризация, @default_class, 1.2117103324271739e-05, 42.0, 34.0
изобразить, @default_class, 3.0004255677340552e-05, 104.0, 76.0
утратить, @default_class, 1.154009805759415e-05, 40.0, 36.0
актив, @default_class, 3.606280733947642e-05, 125.0, 72.0
сделка, @default_class, 7.010609988356009e-05, 243.0, 121.0
коротко, @default_class, 3.173527147737332e-05, 110.0, 95.0
аналитика, @default_class, 6.087401925469749e-05, 211.0, 135.0
соседний, @default_class, 5.5969478125916794e-05, 194.0, 141.0
раздражать, @default_class, 3.663981260615401e-05, 127.0, 103.0
плат, @default_class, 6.087401925469749e-05, 211.0, 128.0
парень, @default_class, 3.577430470613763e-05, 124.0, 91.0
skype, @default_class, 3.923633266822435e-05, 136.0, 53.0
академия, @default_class, 2.077217686746735e-05, 72.0, 31.0
скайп, @default_class, 1.6156138372025453e-05, 56.0, 37.0
спад, @default_class, 1.0963093700411264e-05, 38.0, 31.0
повышаться, @default_class, 2.1637684767483734e-05, 75.0, 63.0
снизиться, @default_class, 2.30801961151883e-05, 80.0, 69.0
заносить, @default_class, 2.134918213414494e-05, 74.0, 33.0
примитивный, @default_class, 2.9427250410662964e-05, 102.0, 90.0
protection, @default_class, 2.7984739062958397e-05, 97.0, 30.0
подразделение, @default_class, 8.337720646522939e-05, 289.0, 162.0
чисто, @default_class, 4.010184056824073e-05, 139.0, 121.0
реалистичный, @default_class, 2.9427250410662964e-05, 102.0, 76.0
выстраивать, @default_class, 1.2405605957610533e-05, 43.0, 42.0
корреляция, @default_class, 1.1828600690932944e-05, 41.0, 31.0
мышка, @default_class, 2.538821536290925e-05, 88.0, 65.0
прохождение, @default_class, 6.95290946168825e-05, 241.0, 169.0
наложить, @default_class, 1.759864971973002e-05, 61.0, 54.0
градиент, @default_class, 2.5965220629586838e-05, 90.0, 34.0
кастомный, @default_class, 4.5006381697021425e-05, 156.0, 93.0
рыночный, @default_class, 2.4234206648543477e-05, 84.0, 56.0
стесняться, @default_class, 1.7310147086391225e-05, 60.0, 54.0
прима, @default_class, 3.606280733947642e-05, 125.0, 82.0
расписание, @default_class, 4.471787906368263e-05, 155.0, 89.0
звонить, @default_class, 4.529488433036022e-05, 157.0, 96.0
дверь, @default_class, 7.327962521230802e-05, 254.0, 156.0
явный, @default_class, 6.693256727885455e-05, 232.0, 180.0
простенький, @default_class, 2.7696236429619603e-05, 96.0, 83.0
выпадать, @default_class, 3.0292758310679346e-05, 105.0, 79.0
обязательство, @default_class, 2.452270928188227e-05, 85.0, 55.0
региональный, @default_class, 2.683072852960322e-05, 93.0, 57.0
закрывать, @default_class, 6.02970139880199e-05, 209.0, 160.0
составление, @default_class, 3.3466283639427274e-05, 116.0, 97.0
акция, @default_class, 0.00010703440784709528, 371.0, 143.0
ставиться, @default_class, 3.0004255677340552e-05, 104.0, 90.0
двигать, @default_class, 2.5965220629586838e-05, 90.0, 72.0
внимательно, @default_class, 4.9910926463780925e-05, 173.0, 156.0
склад, @default_class, 4.8468413297086954e-05, 168.0, 96.0
неприятный, @default_class, 6.347054295474663e-05, 220.0, 172.0
помощник, @default_class, 5.221894389251247e-05, 181.0, 108.0
34, @default_class, 3.9524835301563144e-05, 137.0, 79.0
двое, @default_class, 2.6253723262925632e-05, 91.0, 76.0
доработка, @default_class, 6.779807881684974e-05, 235.0, 152.0
носить, @default_class, 8.078068640315905e-05, 280.0, 195.0
оказывать, @default_class, 5.3949959692545235e-05, 187.0, 156.0
автомобильный, @default_class, 3.9524835301563144e-05, 137.0, 87.0
преступник, @default_class, 1.759864971973002e-05, 61.0, 30.0
дождь, @default_class, 2.2214688215171918e-05, 77.0, 57.0
методология, @default_class, 5.510397022590041e-05, 191.0, 100.0
общественный, @default_class, 4.0390343201579526e-05, 140.0, 101.0
29, @default_class, 5.3949959692545235e-05, 187.0, 123.0
ложиться, @default_class, 1.4425122571992688e-05, 50.0, 49.0
принятие, @default_class, 7.933817687444389e-05, 275.0, 187.0
карточка, @default_class, 8.395421173190698e-05, 291.0, 142.0
температурный, @default_class, 2.5676717996248044e-05, 89.0, 64.0
преступление, @default_class, 1.3848118214809801e-05, 48.0, 31.0
связываться, @default_class, 2.4234206648543477e-05, 84.0, 67.0
передвигаться, @default_class, 1.5579133105347864e-05, 54.0, 40.0
семинар, @default_class, 1.8175654986407608e-05, 63.0, 46.0
экспериментальный, @default_class, 4.067884583491832e-05, 141.0, 104.0
спокойный, @default_class, 2.1926187400822528e-05, 76.0, 68.0
периметр, @default_class, 1.3271112948132213e-05, 46.0, 40.0
протяжение, @default_class, 6.866358307888731e-05, 238.0, 191.0
идентификация, @default_class, 5.308445179252885e-05, 184.0, 108.0
автобус, @default_class, 1.990666896745097e-05, 69.0, 38.0
логин, @default_class, 5.741198765463196e-05, 199.0, 105.0
заведомо, @default_class, 1.6733141819713637e-05, 58.0, 54.0
аннотация, @default_class, 2.0195171600789763e-05, 70.0, 37.0
предприниматель, @default_class, 6.202802615007386e-05, 215.0, 115.0
application, @default_class, 6.404754822142422e-05, 222.0, 123.0
освоить, @default_class, 4.3852374801645055e-05, 152.0, 113.0
site, @default_class, 2.6542225896264426e-05, 92.0, 31.0
внятный, @default_class, 1.0097585800394882e-05, 35.0, 33.0
body, @default_class, 6.837508408352733e-05, 237.0, 91.0
взаимосвязанный, @default_class, 1.4425122571992688e-05, 50.0, 40.0
variable, @default_class, 2.3368698748527095e-05, 81.0, 45.0
постепенный, @default_class, 1.6733141819713637e-05, 58.0, 53.0
отобразить, @default_class, 4.673739749705419e-05, 162.0, 123.0
структурный, @default_class, 1.904116288642399e-05, 66.0, 45.0
прикладывать, @default_class, 1.2117103324271739e-05, 42.0, 35.0
судебный, @default_class, 2.538821536290925e-05, 88.0, 52.0
детище, @default_class, 1.067459106707247e-05, 37.0, 33.0
приехать, @default_class, 2.7119231162942015e-05, 94.0, 81.0
уважаемый, @default_class, 3.663981260615401e-05, 127.0, 105.0
execute, @default_class, 2.4811211915221065e-05, 86.0, 41.0
нога, @default_class, 7.270261994563043e-05, 252.0, 174.0
callback, @default_class, 4.817991066374816e-05, 167.0, 48.0
float, @default_class, 0.00017973703506868333, 623.0, 87.0
response, @default_class, 6.260503141675144e-05, 217.0, 71.0
мышление, @default_class, 6.750957254553214e-05, 234.0, 120.0
пополнять, @default_class, 1.067459106707247e-05, 37.0, 35.0
тим, @default_class, 1.5002127838670276e-05, 52.0, 33.0
end, @default_class, 0.00046535447472706437, 1613.0, 175.0
сто, @default_class, 3.8370828406186774e-05, 133.0, 119.0
заглавный, @default_class, 1.4425122571992688e-05, 50.0, 39.0
изолировать, @default_class, 4.356387216830626e-05, 151.0, 102.0
рак, @default_class, 3.548580207279883e-05, 123.0, 50.0
дружественный, @default_class, 1.067459106707247e-05, 37.0, 33.0
parent, @default_class, 5.7988992921309546e-05, 201.0, 33.0
обозначение, @default_class, 3.0292758310679346e-05, 105.0, 78.0
сосредоточиться, @default_class, 3.808232577284798e-05, 132.0, 112.0
блокировать, @default_class, 8.972426439868286e-05, 311.0, 166.0
разбивать, @default_class, 2.4811211915221065e-05, 86.0, 75.0
вконтакте, @default_class, 3.663981260615401e-05, 127.0, 79.0
разворачивать, @default_class, 2.2214688215171918e-05, 77.0, 65.0
потянуть, @default_class, 9.520581443211995e-06, 33.0, 32.0
реализовывать, @default_class, 4.471787906368263e-05, 155.0, 122.0
придумывать, @default_class, 3.4908796806121245e-05, 121.0, 103.0
страничка, @default_class, 4.414087743498385e-05, 153.0, 90.0
27, @default_class, 6.549005775013939e-05, 227.0, 134.0
соображение, @default_class, 3.317778100608848e-05, 115.0, 94.0
расписать, @default_class, 1.7310147086391225e-05, 60.0, 56.0
подводный, @default_class, 4.0967348468257114e-05, 142.0, 97.0
торопиться, @default_class, 1.3271112948132213e-05, 46.0, 42.0
steam, @default_class, 3.923633266822435e-05, 136.0, 44.0
ошибиться, @default_class, 2.8273239877307788e-05, 98.0, 86.0
брак, @default_class, 1.7310147086391225e-05, 60.0, 30.0
кодирование, @default_class, 3.519729943946004e-05, 122.0, 63.0
новинка, @default_class, 4.9333921197103336e-05, 171.0, 127.0
continuous, @default_class, 1.4713625205331482e-05, 51.0, 32.0
путешествие, @default_class, 4.3852374801645055e-05, 152.0, 108.0
building, @default_class, 1.6444639186374843e-05, 57.0, 31.0
алюминий, @default_class, 3.0004255677340552e-05, 104.0, 41.0
нахождение, @default_class, 3.519729943946004e-05, 122.0, 92.0
образовать, @default_class, 4.0390343201579526e-05, 140.0, 117.0
выплатить, @default_class, 1.2982610314793419e-05, 45.0, 37.0
побеждать, @default_class, 1.2117103324271739e-05, 42.0, 34.0
mit, @default_class, 2.8273239877307788e-05, 98.0, 57.0
1983, @default_class, 1.0097585800394882e-05, 35.0, 30.0
ассемблер, @default_class, 6.145102088339627e-05, 213.0, 56.0
1990, @default_class, 1.7310147086391225e-05, 60.0, 41.0
июль, @default_class, 4.0967348468257114e-05, 142.0, 110.0
оборот, @default_class, 6.779807881684974e-05, 235.0, 148.0
кремниевый, @default_class, 2.6542225896264426e-05, 92.0, 46.0
рисование, @default_class, 2.8273239877307788e-05, 98.0, 57.0
долина, @default_class, 2.077217686746735e-05, 72.0, 51.0
тематика, @default_class, 3.923633266822435e-05, 136.0, 102.0
ie, @default_class, 1.586763573868666e-05, 55.0, 34.0
др, @default_class, 4.327536953496747e-05, 150.0, 114.0
life, @default_class, 1.8464157619746402e-05, 64.0, 33.0
инвестировать, @default_class, 2.452270928188227e-05, 85.0, 74.0
трёхмерный, @default_class, 4.529488433036022e-05, 157.0, 86.0
uber, @default_class, 4.0967348468257114e-05, 142.0, 49.0
википедия, @default_class, 4.587188959703781e-05, 159.0, 107.0
уязвимый, @default_class, 4.673739749705419e-05, 162.0, 106.0
революционный, @default_class, 1.759864971973002e-05, 61.0, 44.0
вершина, @default_class, 7.501064101234078e-05, 260.0, 102.0
корпорация, @default_class, 0.00012636407336685807, 438.0, 191.0
2009, @default_class, 3.865932740154676e-05, 134.0, 102.0
450, @default_class, 1.3559615581471007e-05, 47.0, 34.0
женщина, @default_class, 5.3949959692545235e-05, 187.0, 97.0
повториться, @default_class, 2.509971454855986e-05, 87.0, 77.0
сформироваться, @default_class, 2.1637684767483734e-05, 75.0, 65.0
жизненно, @default_class, 1.5579133105347864e-05, 54.0, 50.0
семантический, @default_class, 3.4908796806121245e-05, 121.0, 50.0
окончить, @default_class, 1.529063047200907e-05, 53.0, 38.0
700, @default_class, 3.0004255677340552e-05, 104.0, 91.0
французский, @default_class, 3.2312276744050905e-05, 112.0, 62.0
предварительно, @default_class, 4.7891408030409366e-05, 166.0, 144.0
охватить, @default_class, 2.1637684767483734e-05, 75.0, 70.0
теоретический, @default_class, 5.221894389251247e-05, 181.0, 144.0
blue, @default_class, 2.9427250410662964e-05, 102.0, 38.0
факультет, @default_class, 1.932966370077338e-05, 67.0, 39.0
розничный, @default_class, 2.8850245143985376e-05, 100.0, 60.0
локализация, @default_class, 7.616465154569596e-05, 264.0, 73.0
июнь, @default_class, 3.404328890610486e-05, 118.0, 93.0
учёба, @default_class, 1.6733141819713637e-05, 58.0, 46.0
приводиться, @default_class, 2.9427250410662964e-05, 102.0, 82.0
спокойно, @default_class, 4.587188959703781e-05, 159.0, 142.0
утром, @default_class, 2.509971454855986e-05, 87.0, 83.0
группировать, @default_class, 1.2117103324271739e-05, 42.0, 30.0
отследить, @default_class, 2.4234206648543477e-05, 84.0, 69.0
вспомогательный, @default_class, 6.202802615007386e-05, 215.0, 141.0
оболочка, @default_class, 5.481546759256162e-05, 190.0, 107.0
мужчина, @default_class, 3.865932740154676e-05, 134.0, 75.0
перечислить, @default_class, 3.144676884403452e-05, 109.0, 100.0
прервать, @default_class, 1.4425122571992688e-05, 50.0, 42.0
кусочек, @default_class, 3.865932740154676e-05, 134.0, 107.0
office, @default_class, 3.144676884403452e-05, 109.0, 56.0
ящик, @default_class, 6.92405883455649e-05, 240.0, 129.0
сыграть, @default_class, 3.202377411071211e-05, 111.0, 92.0
финансы, @default_class, 2.538821536290925e-05, 88.0, 69.0
